Name,Comment,Time,Likes
Five,Why even put Jim Cramer on your video? The guy is a hack,2019-03-15T17:10:13Z,1
Catherine Cabral,Because gap has boring designs and style,2019-03-15T16:54:02Z,0
J0S3PH,The old logo is so much better,2019-03-15T16:42:24Z,1
City of Abscissæ,"""Inc."" is not pronounced ""ink."" It is pronounced ""incorporated."" Your credibility comes into question with such flagrant disregard for a commonplace abbreviation.",2019-03-15T16:39:18Z,2
City of Abscissæ,"@Rohit Devanaboina, As a one-time student of print journalism, having worked in the field for over 22 years, and having received more than a little training in broadcast journalism, your statement about credibility not being tied to accurate ""word pronunciation"" is a telltale sign of your lack of knowledge on the subject. Correct word pronunciation is a strong foundation upon which credible broadcast journalism is based. Also, not all reputable reference works agree with the widely popular bastardized pronunciation of ""Inc."" among the younger generation. I learned long ago that what one says is not as important as how one says it.",2019-03-16T05:03:40Z,2
John C,Pettifogger.,2019-03-15T18:13:53Z,0
Rohit Devanaboina,"Their credibility depends on the accuracy and meaningfulness of their content, not on word pronunciations. Plus Inc's ""ink"" pronunciation is widely accepted, making it pedantically okay to use.",2019-03-15T17:46:19Z,3
Everything Kash,"Oh,
So Caucasian Dress is Out of Style?
🤔🤔🤔",2019-03-15T16:36:28Z,2
Dangic23,"I haven't been able to find something to buy at Gap or ON for like over 10 years.
They stopped adding new styles for a decade.",2019-03-15T16:28:55Z,1
Gerry N,I really like gap clothing style in general it's just the quality is not there anymore. As many have stated below a few washes and the clothes starts fading and looking old. Then the small holes start and you have to retire the clothing to yard work duty. I also had many gap work pant zippers break on me giving me no option but to untuke my shirt or walk around flashing everyone. Gap zippers are just too small.I  have never had a zipper break with any other brand of pants.,2019-03-15T16:23:50Z,0
TJ Michael,I experienced some of the worst customer service in Gap stores in 90s and early 2000s. I stopped shopping there for that reason and some of the quality of fabrics was poor.,2019-03-15T16:21:43Z,0
Serge P,Gap is overpriced and the style doesn't resonate with today's shoppers. They can turn it around but not with their current style for their clothing.,2019-03-15T16:05:03Z,226
Kagemaru Shun,Style? The style was the gap between swag cliche hipster stylish (which is terrible aka what skate boys amd potheads wear) and bland clothes. I mean being normal is their thing,2022-05-06T03:22:52Z,1
Hugues Jouffrai,"I don't think it's overpriced. Over the years i've found their clothes to last a lot longer than similarly priced brands. Their products are strong and comfortable so if you find some that fit your taste it's a great deal.
Shoppers will probably get over the trend of fast fashion as younger generations are more and more preocuppied with the environmental impact of their consumption. This might benefit companies that make durable yet accessible products like Gap. (I promise I never worked their, I'm just a satisfied customer)",2019-06-11T13:44:42Z,3
Philly4/4,too expensive and too plain,2019-03-15T15:16:30Z,1
Aristotle Google,"In summary, Britney Spears single-handedly killed the gap.",2019-03-15T15:04:29Z,1003
danceforeverkid,Exactly!  That's what i understood.,2021-09-12T14:27:53Z,0
oooh19,fashion changes,2021-03-24T18:20:16Z,0
Austin Crawford,shes not that innocent :/,2020-12-17T02:55:46Z,1
Purplestar1,Love her!,2020-10-30T03:10:26Z,0
dunnotck1,Noice,2020-08-13T05:31:31Z,0
Michael Cap,And killed music.,2019-10-14T05:17:05Z,3
Beatnik RN,"😂. Poor Britney, she gets blamed for so much!",2019-10-10T17:19:40Z,6
Pbness Jellyness,"@Michael Cap 
A successful anything, really.
Career, brand, life, basic human hygiene..",2019-10-09T14:43:43Z,0
Michael Cap,@Rob Austin Don't hire Britney if you want a successful brand.,2019-08-10T19:12:38Z,2
Q- Bert,"Aristeo GutHer 
Britney has a big gap",2019-07-07T16:56:57Z,4
Rachel C,Basically. That's what I got of this. Queen once again.,2019-06-11T15:57:44Z,7
s J,@Rob Austin lol😂🤣,2019-04-30T17:07:19Z,7
Rob Austin,LEAVE BRITTANY ALOOOOOOONE !,2019-03-21T18:01:38Z,75
marcocera1982,Yes. That's what I understood.,2019-03-19T22:08:25Z,58
AlexElectro,Damn keep up this high quality content and I just might have to subscribe CNBC!,2019-03-15T15:00:03Z,1
Satyanarayana Padhy,I was loyal Gap customer. I never visited any store expect GAP/BA then it happened. Cloth durability and quality reduced. After washing 10 times it will look bad and sometime completely damaged. I switched to American Eagle and very happy with the decision.,2019-03-15T14:46:15Z,66
Lechiffresix six,@ぴえん you like that don't you.,2021-12-09T08:22:32Z,0
ぴえん,@Lechiffresix six watched by hand lmao,2021-12-09T05:39:26Z,2
comment,"BTW Gap is not the only one this has happened too.. there are many others, but i won't name any names",2019-10-13T02:51:33Z,1
IndiMo,Me too  i swiched to AE,2019-03-17T13:04:31Z,1
Lechiffresix six,"Padhy, these are supposed to be watched by hand. plus why did you support a sweatshop known for exploiting people across south asia SMH!",2019-03-16T12:01:05Z,1
PE V,I’m so glad the gap closed in the mall where I live no one ever went in there because all the clothes where boring and overpriced lol,2019-03-15T14:38:36Z,1
John C,"Same here. Last time I was in one, you could smell the death.",2019-03-15T18:12:40Z,0
Pablo A Vega,Gap grew to fast and the investors are to blame.  They tell companies to grow with no direction,2019-03-15T14:32:45Z,1
l0lwutwtf,6:54 Malaysia is so important you listed it twice.,2019-03-15T13:30:00Z,1
David Scholz,Never heard of GAP. Is it even in Germany?,2019-03-15T13:19:32Z,0
Smashing daddy's broken toys,What did I just saw at 2:08?? Like somebody please tell they saw that too besides me? Lol 😂,2019-03-15T13:02:11Z,0
Mike Drake,I used to work for Gap. Theyre trash. They cheatING you with discounts but really the profit margin on their clothing they make is like 75% on average. Not only that they are pushy af. They intend to give you that feeling that you gotta buy something by constantly being nice and polite to you.,2019-03-15T12:59:45Z,1
Steve R,Mark M isn’t this all stores?,2019-03-16T00:48:07Z,0
kcgunesq,I'm struck by the fact that the CEO's never seem to be photographed in their companies clothing.,2019-03-15T12:37:52Z,373
Prince Jerrick Falling-Darling,Mike Jeffries woulda killed Abercrombie & Fitch stock and image in 15 seconds,2022-04-21T04:31:03Z,1
T-Bag Bagwell,They could’ve worn Banana Republic. Basketball coaches don’t wear their team’s jersey either lmao.,2021-02-19T03:18:25Z,3
AvaMasquerade,Just imagine how glaringly ridiculous they would look...that right there tells ya something...,2019-11-13T10:44:44Z,8
1MFilms,Well... CEO's only wear suits afterall (except tech CEO's).,2019-06-03T14:35:52Z,20
sniper60605,Good point.,2019-05-25T04:04:21Z,5
Halldor Thormar Hermannsson,"So, the narrator is a robot, right?",2019-03-15T12:26:10Z,0
Pants,Quality is horrible,2019-03-15T11:54:46Z,1
Samuel Spencer,"1:50 - 2:30, a lot of valuable information within this time stream period;

First point; the origin and purpose of the brand 'Gap' - the generational gap of baby boomers and post war veterans.

Second point; the purpose of the first Gap store to cater to both the baby boomers and post war veterans.

Third point; the products on offer by the Gap store was records (target audience are baby boomers, more likely to be aimed at post war veterans), tapes (target audience are baby boomers, however more likely aimed at post war veterans) and jeans (target audience are post war veterans however more aimed at baby boomers), compared to the fact that they no longer sell records or tapes - practically transitioning to selling just apparels and related accessorize such as belts, this could be as it was proving to be most dominant in generating revenues for reasons which are to be explained in the fourth point. This reveals that a company's products/service can identify who there target audience is

Fourth point, jeans including 'Levi jeans' were becoming successful due to the fact that jeans were revolutionising the social acceptability of 'casual attires', therefore what contributed to Levi jeans becoming a hit in the pre year 2000 was its convenient presence of the revolunisation of what was socially/professionally and publicly acceptable for wearing.

Truth be told, there are a lot of other information present within the entire aspect of the content which I would consider invaluable, educational and applicable.",2019-03-15T11:53:30Z,1
WHY El,Did you see the bulge on that guy?,2019-03-15T11:13:15Z,0
DevTillDed,There's a gap on your shirt.,2019-03-15T10:54:35Z,0
MK MK,*MIND THE GAP*,2019-03-15T10:26:50Z,1
Vegan Piranha,MKAY Thanks for Subscribing Have a nice day! Thank you!,2019-03-15T16:19:51Z,0
Naiyo,"Problem is Gap is similar to GM. Too many brands, and rebranded products. Plus idk why companies still believe that brick and mortar will last.",2019-03-15T10:07:12Z,0
rishlife,Gap should aquire art and Eden the kids clothing brand could do wonders for them,2019-03-15T10:04:06Z,0
12inchguy,old navy is junk. just a poor man version of gap.  i'd rather shop uniqlo.  they're a perfect balance of price and quality.,2019-03-15T09:57:28Z,141
Hello Melo,Uniqlo is the best. I found fine merino wool long sleeve tops for $20. Their pants also fit so well.,2019-12-08T17:12:10Z,1
Yona,DF AMO There are seveal shops in Paris since a few years already....,2019-12-01T20:57:24Z,1
Daniel Arguello,there’s one in orlando,2019-11-28T14:37:46Z,0
Serge the Blerge,I love Uniqlo. The NYC stores are amazing,2019-05-06T03:58:25Z,2
1N73RC3P70R,Uniqlo worker spotted!,2019-04-02T13:57:29Z,0
Birdie R,I LOVE Uniqlo!,2019-03-28T05:34:16Z,1
Krissy Drake,Anna Zully there’s one in Chicago as well,2019-03-24T03:54:49Z,1
E Smith,"Their female clothes are made with the Asian body in mind. I'm 5'2, have hips and boobs and 117lbs and not Asian. Their clothes sit horribly on my body.",2019-03-22T15:13:43Z,7
K G,They have UNQLO in Los Angeles as well. Great quality jackets.,2019-03-19T03:00:08Z,1
12inchguy,DF AMO mostly online for me,2019-03-17T01:27:21Z,0
Anna Zully,"DF AMO they have a couple, at least in New York",2019-03-16T16:05:04Z,2
S S,VOX!!!,2019-03-15T09:55:06Z,2
Surfer Jay,All this time... George Costanza 2:55 playing the cameo roll as the company’s president! 🤣,2019-03-15T09:53:59Z,5
R Hammond,"Let's be honest.....they were selling $12 t-shirts for $24.  Eventually, other brands copied their system, and sold the $12 t-shirts for $18, and some even got real competitive by selling the $12 t-shirts for $12.  That dissolved the public fascination.",2019-03-15T09:28:23Z,4
Kevin Santoso,"The GAP in the market let them rise, but the GAP on the floor made them fell",2019-03-15T08:40:06Z,1
QUAK Tornado,"I shopped at Gap in the 90s because it had plain, simple, quality clothing at a reasonable price. I stopped shopping at Gap in the 2000s because they decided to slap their logo on EVERYTHING, and increased prices to rival more premium brands. They had an over-inflated sense of how cool their brand was, and this was their downfall. I don't want to wear a huge Gap logo on my t-shirt or sweater. It's not cool enough for that.",2019-03-15T08:38:34Z,0
